ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,TEMP_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TEMP_2,TIME,VOICE
5.9759274,0.21667525,11.071986,-0.17222343,0.11778975,-0.23928396,0.57,25.7,4.371962,0.5439327,8.761282,1.6039655,-0.32725745,2.310704,-0.110732324,-0.20257661,-0.56852484,0.0,2016-12-29 19:02:27,73.56532220742035
6.319495,-0.50278234,10.315418,-0.37675527,-0.11549038,-0.10718904,0.57,25.7,4.6157217,0.46657005,8.639776,1.7037737,-0.9693524,1.6756419,-0.10644629,-0.21945322,-0.50886035,0.0,2016-12-29 19:02:28,66.25401413887064
4.2066126,-1.8375498,6.5984197,-0.41936612,0.19237503,-1.1532779,0.57,25.6,4.0224085,1.1275194,8.872313,0.1842039,-2.965069,-2.273893,0.0036457842,-0.21822196,-0.24766909,0.0,2016-12-29 19:02:29,61.70049125236397
3.6894648,-0.70509243,9.266758,0.21446516,0.112490855,0.37644368,0.57,25.6,3.095254,1.3628993,9.204957,0.5942109,-2.0679917,0.06180033,-0.0083792275,-0.1749423,-0.43941012,0.0,2016-12-29 19:02:30,64.91901841545625
4.685453,-0.5398925,8.081628,0.5095416,0.20199437,0.27737808,0.57,25.6,3.6900635,1.0904093,9.020155,0.99538934,-1.6303017,-0.93852705,-0.0409965,-0.19600058,-0.46412602,0.0,2016-12-29 19:02:31,66.9454873183935
4.9775453,0.29209262,5.0541596,0.17717904,-0.32211572,0.023845145,0.57,25.6,4.4659343,1.2071266,8.646809,0.511611,-0.91503394,-3.5926492,-0.060089067,-0.23563108,-0.47665176,0.0,2016-12-29 19:02:32,67.06914836275001
3.4093432,-0.4213795,6.423643,0.47971308,0.124240726,0.6438309,0.57,25.6,3.2278328,1.6066589,9.119664,0.18151042,-2.0280385,-2.6960208,-0.008711438,-0.18694106,-0.47819337,0.0,2016-12-29 19:02:33,67.07446747709119
3.6475663,-0.0035913025,4.9524064,0.89410067,-0.31251556,0.38071114,0.57,25.6,3.7205894,1.3798084,8.967782,-0.073023155,-1.3833997,-4.0153756,-0.02997605,-0.20461603,-0.46959507,0.0,2016-12-29 19:02:34,69.68610943315917
4.4436383,-4.3155484,4.855441,0.53404,0.1892389,1.1263989,0.57,25.6,4.9893665,2.1725883,8.1580925,-0.5457283,-6.488137,-3.3026516,0.009597687,-0.28975198,-0.35282877,0.0,2016-12-29 19:02:35,74.16597388457782
3.8055837,1.1228806,5.2121773,0.48929805,-0.1782688,0.2837763,0.57,25.6,4.5118732,1.2708722,8.613739,-0.7062895,-0.1479916,-3.401562,-0.08413027,-0.23181804,-0.5652144,0.0,2016-12-29 19:02:37,67.8796470240269
